 ,Chamber 1 IntDen,Chamber 2 IntDen,Chamber 3 IntDen,Chamber 4 IntDen,Chamber 5 IntDen,Chamber 6 IntDen,Chamber 7 IntDen,Chamber 8 IntDen,Chamber 9 IntDen,Chamber 10 IntDen,Chamber 11 IntDen,Chamber 12 IntDen,Chamber 13 IntDen,Chamber 14 IntDen,Chamber 15 IntDen,Chamber 16 IntDen,Chamber 17 IntDen,Chamber 18 IntDen,Chamber 19 IntDen,Chamber 20 IntDen,Chamber 21 IntDen,Chamber 22 IntDen,Chamber 23 IntDen,Chamber 24 IntDen,Chamber 25 IntDen,Chamber 26 IntDen,Chamber 27 IntDen,Chamber 28 IntDen,Chamber 29 IntDen,Chamber 30 IntDen,Chamber 31 IntDen,Chamber 32 IntDen,Chamber 33 IntDen,Chamber 34 IntDen,Chamber 35 IntDen,Chamber 36 IntDen,Chamber 37 IntDen,Chamber 38 IntDen,Chamber 39 IntDen,Chamber 40 IntDen,Chamber 41 IntDen,Chamber 42 IntDen,Chamber 43 IntDen,Chamber 44 IntDen,Chamber 45 IntDen,Chamber 46 IntDen,Chamber 47 IntDen,Chamber 48 IntDen,Chamber 49 IntDen,Chamber 50 IntDen,Chamber 51 IntDen,Chamber 52 IntDen,Chamber 53 IntDen,Chamber 54 IntDen,Chamber 55 IntDen,Chamber 56 IntDen,Chamber 57 IntDen,Chamber 58 IntDen,Chamber 59 IntDen,Chamber 60 IntDen,Chamber 61 IntDen,Chamber 62 IntDen,Chamber 63 IntDen,Chamber 64 IntDen,Chamber 65 IntDen,Chamber 66 IntDen,Chamber 67 IntDen,Chamber 68 IntDen,Chamber 69 IntDen,Chamber 70 IntDen,Chamber 71 IntDen,Chamber 72 IntDen,Chamber 73 IntDen,Chamber 74 IntDen,Chamber 75 IntDen,Chamber 76 IntDen,Chamber 77 IntDen,Chamber 78 IntDen,Chamber 79 IntDen,Chamber 80 IntDen,Chamber 81 IntDen,Chamber 82 IntDen,Chamber 83 IntDen,Chamber 84 IntDen,Chamber 85 IntDen,Chamber 86 IntDen,Chamber 87 IntDen,Chamber 88 IntDen,Chamber 89 IntDen,Chamber 90 IntDen,Chamber 91 IntDen,Chamber 92 IntDen,Chamber 93 IntDen,Chamber 94 IntDen,Chamber 95 IntDen,Chamber 96 IntDen,Chamber 97 IntDen,Chamber 98 IntDen,Chamber 99 IntDen,Chamber 100 IntDen,Chamber 101 IntDen,Chamber 102 IntDen,Chamber 103 IntDen,Chamber 104 IntDen,Chamber 105 IntDen,Chamber 106 IntDen,Chamber 107 IntDen,Chamber 108 IntDen,Chamber 109 IntDen,Chamber 110 IntDen,Chamber 111 IntDen,Chamber 112 IntDen,Chamber 113 IntDen,Chamber 114 IntDen,Chamber 115 IntDen,Chamber 116 IntDen,Chamber 117 IntDen,Chamber 118 IntDen,Chamber 119 IntDen,Chamber 120 IntDen,Chamber 121 IntDen,Chamber 122 IntDen,Chamber 123 IntDen,Chamber 124 IntDen,Chamber 125 IntDen,Chamber 126 IntDen,Chamber 127 IntDen,Chamber 128 IntDen,Chamber 129 IntDen,Chamber 130 IntDen,Chamber 131 IntDen,Chamber 132 IntDen,Chamber 133 IntDen,Chamber 134 IntDen,Chamber 135 IntDen,Chamber 136 IntDen,Chamber 137 IntDen,Chamber 138 IntDen,Chamber 139 IntDen,Chamber 140 IntDen,Chamber 141 IntDen,Chamber 142 IntDen,Chamber 143 IntDen,Chamber 144 IntDen,Chamber 145 IntDen,Chamber 146 IntDen,Chamber 147 IntDen,Chamber 148 IntDen,Chamber 149 IntDen,Chamber 150 IntDen,Chamber 151 IntDen,Chamber 152 IntDen,Chamber 153 IntDen,Chamber 154 IntDen,Chamber 155 IntDen,Chamber 156 IntDen,Chamber 157 IntDen,Chamber 158 IntDen,Chamber 159 IntDen,Chamber 160 IntDen
64,1269100.000,750094.000,810301.000,857670.000,1335861.000,952356.000,1161164.000,1868018.000,1499881.000,1074920,1091486,2087584.000,1500407.000,1478143.000,1458551.000,2074142.000,2716103.000,1211027,1668684.000,1152662.000,739799.000,788899.000,843533.000,1247730.000,936862.000,965451.000,1015462.000,1051245.000,1127421.000,1108878,1393868.000,1140251,1993352.000,2048061.000,1095542,1635677.000,1787086.000,1894012.000,1513311.000,1315208.000,780724.000,825606.000,871821.000,913797.000,942442.000,1813966.000,1043895.000,1915645.000,1135739,1125861,1152911.000,1138453.000,1685786.000,2448120.000,1105746,2077409.000,1796297.000,2429920.000,1565922.000,977012.000,804883.000,841082.000,880883.000,920811.000,950482.000,989881.000,1029641.000,1066937,1095405,1131471.000,1936107.000,1844373.000,1669395.000,1129355,1091226,1302258.000,1918402.000,1545594.000,986136.000,1378957.000,810824.000,1057642.000,882900.000,911089.000,1741589.000,1002954.000,1017095.000,1052409.000,1083234,1142813,1793890.000,1524624.000,2342967.000,1112768,1633713.000,1942029.000,1770239.000,993479.000,955483.000,985721.000,809647.000,845581.000,882555.000,911610.000,947794.000,1127748.000,1019868.000,1051769.000,1072467,1596640.000,1116888,1824273.000,1108940,2128728.000,2242004.000,1919840.000,1031956.000,1826018.000,1673032.000,1271852.000,793581.000,829597.000,2517244.000,926287.000,930439.000,967752.000,998057.000,1023525.000,1054466.000,1070876,2091102.000,2658019.000,1106857,1531346.000,1485466.000,2001354.000,2208018.000,1716322.000,2138523.000,1407979.000,785838.000,845756.000,873195.000,1633863.000,916633.000,1871808.000,982531.000,998032.000,1016771.000,1040900.000,1042019.000,1082359,1787495.000,1313648.000,2086835.000,2214214.000,1645524.000,1639857.000,1566943.000,1186404.000
65,1269453.000,749341.000,810528.000,858033.000,1339267.000,953614.000,1168577.000,1867991.000,1499014.000,1072605,1093478,2086194.000,1505716.000,1481354.000,1465817.000,2070601.000,2725074.000,1214618,1667768.000,1156646.000,741032.000,787416.000,841587.000,1244731.000,938664.000,967098.000,1018685.000,1050314.000,1126900.000,1110878,1398524.000,1137247,2004099.000,2048863.000,1098089,1642225.000,1788689.000,1889311.000,1511813.000,1312269.000,782266.000,825366.000,870808.000,912794.000,942483.000,1809293.000,1043553.000,1917092.000,1136139,1124601,1155979.000,1140105.000,1684568.000,2447244.000,1104475,2081037.000,1798124.000,2432686.000,1572070.000,976527.000,802841.000,840578.000,883401.000,920806.000,947054.000,991151.000,1028597.000,1064901,1097264,1134423.000,1934656.000,1841753.000,1667145.000,1131229,1092463,1305378.000,1916727.000,1541141.000,988460.000,1373861.000,810897.000,1068578.000,881956.000,913720.000,1735630.000,1003234.000,1020559.000,1051767.000,1082361,1144618,1791542.000,1528300.000,2343019.000,1111772,1632820.000,1939346.000,1772025.000,996549.000,955332.000,984642.000,810585.000,846330.000,884561.000,910840.000,949453.000,1135228.000,1020480.000,1051839.000,1070176,1601118.000,1115522,1830856.000,1109829,2128686.000,2241030.000,1926314.000,1032868.000,1818660.000,1678553.000,1275218.000,791350.000,829389.000,2521082.000,928382.000,929635.000,967686.000,999477.000,1022331.000,1055185.000,1072427,2090896.000,2669930.000,1106350,1540833.000,1490577.000,2001362.000,2215943.000,1722888.000,2143373.000,1412365.000,786369.000,844407.000,872002.000,1640619.000,917826.000,1879045.000,984306.000,995971.000,1016169.000,1041066.000,1041713.000,1083980,1783880.000,1317074.000,2082851.000,2215772.000,1644644.000,1642141.000,1568440.000,1188312.000
66,1268034.000,750538.000,810705.000,856791.000,1341096.000,953494.000,1169051.000,1867255.000,1496203.000,1077485,1091817,2086925.000,1506578.000,1482129.000,1467340.000,2062066.000,2725785.000,1214849,1665530.000,1161531.000,740893.000,788106.000,842329.000,1246141.000,936751.000,967510.000,1016654.000,1049406.000,1169974.000,1109843,1404577.000,1139067,1998696.000,2053121.000,1095085,1648261.000,1788779.000,1885253.000,1516441.000,1310064.000,781905.000,825122.000,871477.000,913107.000,941717.000,1806341.000,1043459.000,1918029.000,1135104,1124454,1155585.000,1139361.000,1686015.000,2445011.000,1105183,2086795.000,1799120.000,2432282.000,1577290.000,977456.000,802290.000,839280.000,881985.000,918068.000,948197.000,988427.000,1028223.000,1062398,1096155,1132180.000,1937151.000,1843360.000,1670308.000,1129542,1090552,1307460.000,1912351.000,1535415.000,984669.000,1368583.000,809156.000,1072790.000,883331.000,912370.000,1735036.000,1002577.000,1019252.000,1051608.000,1082234,1144425,1789712.000,1531396.000,2348297.000,1110264,1629560.000,1940311.000,1768601.000,993964.000,954894.000,987010.000,810364.000,845540.000,882459.000,910351.000,946428.000,1144984.000,1019663.000,1051618.000,1071691,1594905.000,1116446,1830609.000,1108989,2126215.000,2239722.000,1929673.000,1033421.000,1821051.000,1674908.000,1278253.000,792481.000,829096.000,2529082.000,927963.000,929673.000,964999.000,996311.000,1023521.000,1051695.000,1071041,2089273.000,2677243.000,1107760,1545761.000,1493013.000,2004146.000,2217970.000,1722124.000,2143119.000,1413296.000,785351.000,840622.000,871451.000,1643125.000,916585.000,1879548.000,984119.000,996358.000,1015800.000,1040501.000,1039357.000,1081667,1782019.000,1320275.000,2087675.000,2209384.000,1644083.000,1637804.000,1570450.000,1190678.000
67,1270640.000,747875.000,809096.000,857110.000,1340171.000,951566.000,1172757.000,1864480.000,1495403.000,1072806,1092957,2087366.000,1507386.000,1482619.000,1469711.000,2060575.000,2724650.000,1218235,1663084.000,1163305.000,738680.000,785773.000,844012.000,1241707.000,937108.000,966823.000,1015694.000,1048715.000,1222935.000,1111957,1402073.000,1140346,1996169.000,2055475.000,1093982,1652047.000,1788172.000,1880237.000,1520886.000,1305047.000,781051.000,823943.000,871374.000,912743.000,939985.000,1797957.000,1044011.000,1920683.000,1135053,1124053,1154547.000,1138165.000,1685903.000,2439989.000,1104227,2085012.000,1796019.000,2437844.000,1584045.000,977593.000,801707.000,839022.000,880560.000,920343.000,949943.000,989573.000,1027338.000,1063887,1093619,1132820.000,1937142.000,1837522.000,1667230.000,1126556,1089084,1311627.000,1902512.000,1536423.000,984825.000,1368320.000,808574.000,1078574.000,883562.000,911711.000,1733150.000,1002487.000,1017839.000,1050483.000,1080541,1142831,1788069.000,1532246.000,2351853.000,1112642,1627315.000,1937785.000,1769040.000,993859.000,954905.000,986353.000,806836.000,845444.000,883469.000,910706.000,949368.000,1156875.000,1019131.000,1049907.000,1071879,1591500.000,1116880,1837446.000,1108253,2127384.000,2239788.000,1935359.000,1030112.000,1813685.000,1675768.000,1279110.000,791868.000,826327.000,2530152.000,927451.000,927806.000,965449.000,998602.000,1022427.000,1051190.000,1070701,2087796.000,2688080.000,1106979,1552058.000,1495956.000,2001587.000,2214925.000,1725878.000,2143501.000,1415847.000,785566.000,840647.000,873346.000,1644122.000,915768.000,1883249.000,983174.000,993925.000,1015548.000,1041546.000,1041353.000,1081537,1782155.000,1321994.000,2085971.000,2209623.000,1644524.000,1641847.000,1572209.000,1193045.000
68,1271873.000,748375.000,809145.000,857709.000,1344787.000,955619.000,1176283.000,1861681.000,1491189.000,1073846,1092730,2090703.000,1510035.000,1487788.000,1471137.000,2055439.000,2729370.000,1220548,1662092.000,1168457.000,741417.000,785565.000,841883.000,1242458.000,935862.000,965823.000,1015652.000,1049808.000,1249649.000,1114543,1409954.000,1138413,1990637.000,2057465.000,1094021,1653222.000,1786654.000,1880654.000,1525504.000,1301806.000,779782.000,825979.000,869226.000,913612.000,943748.000,1792802.000,1039929.000,1920452.000,1133971,1123998,1152238.000,1136856.000,1683465.000,2440525.000,1105387,2086308.000,1792805.000,2442166.000,1588444.000,975349.000,803697.000,837846.000,880799.000,918786.000,949217.000,989621.000,1024896.000,1065515,1095736,1133088.000,1941368.000,1832312.000,1665851.000,1128764,1090221,1312006.000,1900346.000,1533808.000,985122.000,1365193.000,811127.000,1087440.000,880815.000,911479.000,1729646.000,1005876.000,1020987.000,1052214.000,1083437,1146583,1791550.000,1534170.000,2352806.000,1111301,1629555.000,1936392.000,1765087.000,991538.000,954264.000,990248.000,810988.000,845631.000,882446.000,910680.000,946840.000,1163386.000,1021486.000,1050598.000,1072672,1592745.000,1114750,1836878.000,1110040,2130757.000,2238672.000,1938438.000,1032707.000,1813704.000,1674349.000,1282092.000,792346.000,828669.000,2540855.000,928129.000,926338.000,965648.000,997671.000,1023621.000,1050255.000,1072378,2090631.000,2694889.000,1106628,1557052.000,1497225.000,1998370.000,2219925.000,1727794.000,2141317.000,1419627.000,784468.000,840237.000,871116.000,1649019.000,916295.000,1890330.000,980934.000,995552.000,1014062.000,1041377.000,1042334.000,1082835,1779406.000,1322992.000,2082156.000,2209566.000,1646766.000,1644191.000,1575590.000,1194176.000
69,1267785.000,748755.000,808367.000,857516.000,1345508.000,951538.000,1178295.000,1862074.000,1488859.000,1072549,1092248,2089350.000,1507397.000,1490702.000,1473155.000,2050896.000,2725802.000,1223737,1659816.000,1172933.000,740183.000,785386.000,842132.000,1240272.000,936490.000,964553.000,1015799.000,1047638.000,1264934.000,1113858,1414996.000,1137502,1986709.000,2063815.000,1095802,1661374.000,1787945.000,1877684.000,1529411.000,1299639.000,781564.000,824732.000,868409.000,913321.000,946999.000,1784050.000,1042678.000,1920313.000,1135650,1123812,1153582.000,1137679.000,1685494.000,2438947.000,1105264,2090070.000,1791463.000,2443829.000,1597357.000,973305.000,802105.000,837797.000,880515.000,916617.000,949950.000,990420.000,1030427.000,1064872,1097049,1133992.000,1946592.000,1831481.000,1664161.000,1128661,1088971,1315096.000,1899325.000,1532934.000,984411.000,1363032.000,809757.000,1094469.000,881917.000,911905.000,1726945.000,1002701.000,1019159.000,1051391.000,1082114,1146784,1788209.000,1537895.000,2354707.000,1108863,1625629.000,1934159.000,1761974.000,994495.000,952763.000,991963.000,808614.000,845483.000,880802.000,909958.000,945641.000,1172792.000,1020371.000,1052071.000,1071980,1590836.000,1114856,1847562.000,1110780,2135039.000,2240959.000,1944739.000,1032721.000,1810975.000,1674950.000,1281980.000,793830.000,827696.000,2546687.000,927418.000,929340.000,964121.000,998235.000,1023523.000,1051917.000,1070953,2092429.000,2698288.000,1106269,1561581.000,1500384.000,1998696.000,2221197.000,1726607.000,2142358.000,1421194.000,785264.000,840911.000,870242.000,1650410.000,915507.000,1891702.000,983368.000,994213.000,1014397.000,1041235.000,1041574.000,1087932,1779094.000,1324745.000,2084655.000,2204711.000,1645210.000,1642728.000,1575681.000,1195998.000
70,1264226.000,746633.000,805855.000,851468.000,1343711.000,953521.000,1182044.000,1862673.000,1489132.000,1073271,1093533,2085639.000,1508682.000,1490466.000,1476692.000,2046019.000,2725763.000,1225059,1657254.000,1175334.000,739775.000,784142.000,842950.000,1240724.000,932859.000,965668.000,1015482.000,1048193.000,1278566.000,1114032,1412750.000,1138011,1983027.000,2062273.000,1094653,1660770.000,1787691.000,1879384.000,1529985.000,1293784.000,780833.000,824455.000,868913.000,912668.000,942180.000,1782160.000,1040638.000,1922287.000,1134395,1120644,1154576.000,1137921.000,1680824.000,2440699.000,1104369,2091134.000,1792054.000,2447657.000,1597549.000,975951.000,801087.000,837871.000,879923.000,918797.000,950887.000,990246.000,1029989.000,1065596,1097210,1133491.000,1943516.000,1827656.000,1660098.000,1126547,1089036,1319173.000,1895075.000,1530685.000,985948.000,1357925.000,808955.000,1096189.000,883416.000,912360.000,1724121.000,1002408.000,1016153.000,1050241.000,1081731,1149066,1787892.000,1539176.000,2359473.000,1112044,1622212.000,1930044.000,1761618.000,993419.000,954656.000,992810.000,809190.000,845570.000,881306.000,908647.000,947302.000,1180248.000,1017867.000,1049186.000,1071461,1588851.000,1116916,1853205.000,1108484,2137392.000,2242840.000,1945458.000,1029966.000,1806709.000,1676131.000,1284611.000,791023.000,828357.000,2550003.000,927566.000,927329.000,964803.000,997395.000,1023448.000,1051960.000,1073545,2097403.000,2704142.000,1104317,1567731.000,1501710.000,1995157.000,2222625.000,1726165.000,2142933.000,1422392.000,786096.000,837947.000,868270.000,1652803.000,914839.000,1895701.000,981060.000,995529.000,1015542.000,1039157.000,1042849.000,1088881,1779850.000,1327713.000,2087435.000,2205969.000,1644887.000,1641828.000,1575906.000,1196875.000
71,1267772.000,747456.000,808034.000,852844.000,1348697.000,953081.000,1187317.000,1863242.000,1486839.000,1074465,1094387,2085719.000,1510855.000,1493974.000,1476653.000,2041314.000,2722800.000,1230851,1658797.000,1178892.000,740447.000,784644.000,841284.000,1240551.000,936722.000,965149.000,1013780.000,1045429.000,1291820.000,1113610,1418455.000,1141735,1978411.000,2067821.000,1096773,1667187.000,1787804.000,1880784.000,1535985.000,1291492.000,780463.000,822965.000,869587.000,915268.000,942333.000,1778195.000,1041197.000,1923385.000,1136872,1122645,1152247.000,1140732.000,1682334.000,2442709.000,1107299,2097084.000,1790726.000,2451107.000,1605876.000,973002.000,801833.000,839383.000,878083.000,919574.000,949941.000,987775.000,1027661.000,1065933,1097391,1132209.000,1949158.000,1825588.000,1659636.000,1127444,1089002,1320410.000,1890791.000,1531253.000,985049.000,1359367.000,809868.000,1102041.000,882403.000,912204.000,1723521.000,1001781.000,1017989.000,1050385.000,1082084,1149531,1787950.000,1541310.000,2362566.000,1111147,1624269.000,1932772.000,1762353.000,993440.000,955284.000,992981.000,810301.000,846182.000,881837.000,909635.000,945095.000,1188426.000,1021298.000,1049227.000,1071485,1585285.000,1116072,1856670.000,1111985,2138353.000,2241751.000,1951056.000,1031280.000,1805166.000,1675706.000,1281640.000,791742.000,826232.000,2564792.000,928311.000,929695.000,965004.000,997845.000,1022036.000,1050199.000,1072572,2099958.000,2718407.000,1107367,1572508.000,1505767.000,1999422.000,2229617.000,1728151.000,2145104.000,1423547.000,784403.000,838499.000,870209.000,1651029.000,913765.000,1894678.000,982818.000,993054.000,1014081.000,1041982.000,1044330.000,1089550,1780961.000,1330212.000,2084532.000,2200332.000,1644867.000,1642898.000,1577192.000,1200293.000
72,1264928.000,745750.000,805474.000,853898.000,1348213.000,950935.000,1189122.000,1863677.000,1482127.000,1074444,1092071,2081554.000,1509417.000,1494203.000,1478214.000,2035347.000,2719341.000,1231216,1656076.000,1182894.000,740108.000,786982.000,840702.000,1237996.000,935018.000,964716.000,1017744.000,1047603.000,1299902.000,1112739,1416007.000,1139821,1973283.000,2069775.000,1095353,1671173.000,1787024.000,1875255.000,1537924.000,1284558.000,780877.000,825592.000,871071.000,914037.000,941466.000,1767132.000,1040652.000,1921191.000,1135480,1121317,1151557.000,1138491.000,1676642.000,2443270.000,1104190,2101898.000,1788176.000,2453957.000,1613631.000,972299.000,800892.000,838618.000,878250.000,920102.000,950860.000,989234.000,1026264.000,1065391,1093693,1134038.000,1954320.000,1825169.000,1654759.000,1129809,1087736,1317836.000,1884867.000,1530426.000,982687.000,1351815.000,809354.000,1104629.000,879246.000,910190.000,1719900.000,999619.000,1015904.000,1051888.000,1080134,1148591,1783798.000,1542294.000,2362205.000,1109231,1621371.000,1927673.000,1753698.000,991707.000,953177.000,995774.000,809367.000,847377.000,881064.000,909498.000,946152.000,1191594.000,1018441.000,1049328.000,1071746,1583568.000,1115545,1862967.000,1108805,2140376.000,2241199.000,1953644.000,1030183.000,1798842.000,1678284.000,1280235.000,791615.000,826721.000,2559603.000,926103.000,929490.000,963966.000,994954.000,1022361.000,1049894.000,1070413,2093334.000,2716975.000,1105506,1574780.000,1506756.000,1993971.000,2225714.000,1725677.000,2144890.000,1420119.000,782573.000,835883.000,867128.000,1653912.000,914653.000,1893400.000,979533.000,995426.000,1014422.000,1042179.000,1045220.000,1089901,1778601.000,1328400.000,2084491.000,2198040.000,1645221.000,1644454.000,1579196.000,1200226.000
73,1266113.000,747288.000,806661.000,854423.000,1345126.000,951584.000,1192490.000,1865746.000,1481367.000,1076084,1094563,2082107.000,1510478.000,1498866.000,1480146.000,2030707.000,2716691.000,1232131,1654471.000,1181361.000,740455.000,786806.000,841338.000,1237672.000,933181.000,965985.000,1013857.000,1047431.000,1311153.000,1114213,1421588.000,1140819,1972412.000,2073773.000,1095048,1680946.000,1785209.000,1874521.000,1542094.000,1285533.000,779175.000,825125.000,871526.000,914580.000,942636.000,1764419.000,1039718.000,1922444.000,1135976,1121496,1152500.000,1138177.000,1673780.000,2442249.000,1104190,2105536.000,1791374.000,2456666.000,1616129.000,971169.000,802193.000,838857.000,880654.000,918785.000,950750.000,989789.000,1027652.000,1063905,1095657,1132271.000,1954805.000,1821230.000,1652501.000,1128625,1088979,1320478.000,1881515.000,1525032.000,983762.000,1350085.000,809312.000,1107829.000,883147.000,910199.000,1718202.000,1001489.000,1015646.000,1049289.000,1083281,1145374,1787218.000,1541141.000,2368098.000,1110131,1616340.000,1927204.000,1755007.000,990816.000,951336.000,995984.000,809900.000,845569.000,881081.000,910135.000,947623.000,1199930.000,1018765.000,1050016.000,1069818,1584906.000,1117214,1863722.000,1109156,2143546.000,2236575.000,1961040.000,1029427.000,1798021.000,1676472.000,1281907.000,790194.000,827672.000,2573162.000,928395.000,926866.000,963689.000,997166.000,1021897.000,1051556.000,1068035,2094289.000,2720001.000,1105271,1577480.000,1508424.000,1991976.000,2226589.000,1729541.000,2144165.000,1418708.000,785161.000,837034.000,868921.000,1660333.000,914410.000,1895371.000,981485.000,996575.000,1015200.000,1040837.000,1040882.000,1091732,1779466.000,1330442.000,2084912.000,2200023.000,1647847.000,1642539.000,1581964.000,1201797.000
74,1263934.000,744212.000,804596.000,851355.000,1349819.000,953955.000,1195355.000,1864787.000,1477382.000,1075399,1092699,2082733.000,1512121.000,1499814.000,1481319.000,2026520.000,2714331.000,1232392,1658545.000,1186281.000,739268.000,784972.000,841197.000,1236132.000,933200.000,965532.000,1014244.000,1049450.000,1319946.000,1111342,1426993.000,1139457,1971703.000,2078473.000,1097845,1676854.000,1787719.000,1871881.000,1545043.000,1277906.000,780385.000,824094.000,869831.000,913304.000,942360.000,1760600.000,1041069.000,1921626.000,1138166,1123921,1149675.000,1138095.000,1676372.000,2441933.000,1104391,2109541.000,1787214.000,2461845.000,1622199.000,970813.000,801906.000,841072.000,880852.000,918233.000,950922.000,988625.000,1027625.000,1065474,1095642,1130944.000,1959259.000,1814040.000,1647276.000,1127797,1087431,1325941.000,1879059.000,1521159.000,983191.000,1348934.000,807924.000,1113258.000,881168.000,910389.000,1718522.000,1000878.000,1017366.000,1048883.000,1082338,1149064,1785881.000,1545500.000,2369799.000,1112069,1614978.000,1923772.000,1753255.000,993732.000,952148.000,997769.000,808855.000,845382.000,882173.000,910835.000,945383.000,1205978.000,1018590.000,1050191.000,1070620,1582607.000,1115329,1868423.000,1109388,2143373.000,2236271.000,1960582.000,1030587.000,1794463.000,1674136.000,1279169.000,790444.000,824661.000,2574298.000,927710.000,926786.000,965209.000,994681.000,1022907.000,1050645.000,1069687,2098010.000,2724955.000,1107434,1579531.000,1508602.000,1996703.000,2226717.000,1730527.000,2141219.000,1418018.000,783448.000,834188.000,866541.000,1665362.000,915216.000,1900641.000,980864.000,993677.000,1013209.000,1041916.000,1044565.000,1090766,1776524.000,1333786.000,2087545.000,2195122.000,1647676.000,1644027.000,1583376.000,1203296.000
75,1256212.000,744086.000,803900.000,852975.000,1349353.000,952321.000,1198982.000,1862023.000,1475936.000,1073669,1091538,2084512.000,1506574.000,1500342.000,1484093.000,2024391.000,2711850.000,1232478,1654836.000,1188590.000,741297.000,786473.000,840223.000,1233716.000,932580.000,965609.000,1013845.000,1049620.000,1327334.000,1111996,1425253.000,1138710,1968286.000,2079650.000,1096267,1684541.000,1785887.000,1870802.000,1551175.000,1272235.000,777338.000,821813.000,869918.000,912963.000,943191.000,1755990.000,1041117.000,1919749.000,1135965,1120742,1152976.000,1137538.000,1669185.000,2438474.000,1102913,2110695.000,1785123.000,2458530.000,1624296.000,972523.000,800478.000,837560.000,880895.000,917114.000,949769.000,990134.000,1026682.000,1067051,1095091,1130775.000,1960131.000,1811317.000,1648165.000,1126218,1086749,1325207.000,1867688.000,1520398.000,982351.000,1344296.000,809196.000,1115569.000,880524.000,909903.000,1714018.000,999876.000,1018701.000,1050334.000,1080907,1151439,1782779.000,1542946.000,2367575.000,1108535,1614238.000,1924505.000,1746437.000,993358.000,952150.000,998159.000,808326.000,845784.000,880871.000,912114.000,944647.000,1210877.000,1017920.000,1050173.000,1067733,1579209.000,1113737,1878379.000,1109969,2148309.000,2234945.000,1962316.000,1029240.000,1792648.000,1672390.000,1277109.000,790656.000,827262.000,2576421.000,926237.000,926645.000,963727.000,996498.000,1024156.000,1049781.000,1068521,2094881.000,2729878.000,1105119,1582526.000,1512623.000,1997652.000,2224556.000,1732120.000,2140986.000,1419211.000,784096.000,834019.000,868882.000,1664775.000,913274.000,1899637.000,979664.000,993009.000,1012772.000,1038486.000,1042952.000,1088902,1777343.000,1332917.000,2088147.000,2194868.000,1648794.000,1643997.000,1582467.000,1204184.000
76,1255261.000,744258.000,803261.000,854103.000,1348991.000,956783.000,1199451.000,1866995.000,1473292.000,1073593,1095673,2087282.000,1510574.000,1504423.000,1486165.000,2021829.000,2715020.000,1236195,1654498.000,1194731.000,741105.000,787918.000,841453.000,1232090.000,933953.000,964799.000,1014669.000,1052141.000,1334151.000,1112355,1430373.000,1137736,1966319.000,2082857.000,1098766,1689415.000,1788524.000,1872237.000,1553221.000,1270763.000,780579.000,823413.000,867662.000,913573.000,944349.000,1752764.000,1039980.000,1916017.000,1138324,1123630,1154123.000,1137195.000,1668845.000,2439115.000,1105214,2119531.000,1784707.000,2462498.000,1625777.000,971162.000,802253.000,839011.000,879710.000,920565.000,949061.000,988936.000,1028199.000,1066446,1095497,1132163.000,1962788.000,1812638.000,1645762.000,1126246,1088798,1325316.000,1865951.000,1516422.000,984816.000,1341106.000,808746.000,1118875.000,882254.000,910604.000,1715878.000,1000834.000,1017784.000,1047814.000,1080820,1154039,1783121.000,1548602.000,2366354.000,1110905,1611709.000,1920013.000,1746451.000,990804.000,954652.000,999381.000,810322.000,847135.000,881552.000,910234.000,945365.000,1215380.000,1019563.000,1047373.000,1069993,1583178.000,1117381,1887936.000,1114687,2149100.000,2237720.000,1968554.000,1032088.000,1789846.000,1675214.000,1279029.000,791669.000,828029.000,2583418.000,928764.000,929832.000,963442.000,994709.000,1022806.000,1050967.000,1069088,2099010.000,2730397.000,1105420,1586486.000,1509797.000,2003961.000,2227108.000,1730491.000,2142545.000,1416543.000,783589.000,833788.000,868250.000,1666096.000,915008.000,1906400.000,983478.000,995058.000,1014504.000,1039006.000,1044856.000,1093824,1780864.000,1335762.000,2089360.000,2191909.000,1649195.000,1646392.000,1585572.000,1205612.000
